Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Footbrake Pot Input Voltage V (0.00390625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
187.0125,0,,186.9927,0.0,,186.9927,0.0625,,187.0123,0.0,,186.9928,0.0,,187.0125,0,,187.0126,0.0,,186.9928,0.0,,187.0123,102.3125,,187.0123,37,,187.0125,0.0,,187.0126,0.0,,186.9927,1.28125,,186.9927,0.0,,187.0126,0.0,,187.0126,-2.9375,,
187.0324,0,,187.0127,0.0,,187.0127,-0.5625,,187.0322,0.0,,187.0128,0.0,,187.0324,0,,187.0325,0.0,,187.0128,0.0,,187.0322,102.25,,187.0322,37,,187.0324,0.0,,187.0325,0.0,,187.0127,1.26171875,,187.0127,0.0,,187.0325,0.0,,187.0325,-0.4375,,
187.0524,0,,187.0326,0.0,,187.0326,-0.375,,187.0522,0.0,,187.0327,0.0,,187.0524,0,,187.0525,0.0,,187.0327,0.0,,187.0522,102.125,,187.0522,37,,187.0524,0.0,,187.0525,0.0,,187.0326,1.28125,,187.0326,0.0,,187.0525,0.0,,187.0525,-1.3125,,
187.0724,0,,187.0526,0.0,,187.0526,-1.125,,187.0722,0.0,,187.0527,0.0,,187.0724,0,,187.0725,0.0,,187.0527,0.0,,187.0722,102.1875,,187.0722,37,,187.0724,0.0,,187.0725,0.0,,187.0526,1.25390625,,187.0526,0.0,,187.0725,0.0,,187.0725,0.0625,,
187.0924,0,,187.0726,0.0,,187.0726,0.0625,,187.0923,0.0,,187.0727,0.0,,187.0924,0,,187.0926,0.0,,187.0727,0.0,,187.0923,102.1875,,187.0923,37,,187.0924,0.0,,187.0926,0.0,,187.0726,1.2734375,,187.0726,0.0,,187.0926,0.0,,187.0926,-1.4375,,
187.1124,0,,187.0927,0.0,,187.0927,-0.5625,,187.1123,0.0,,187.0928,0.0,,187.1124,0,,187.1126,0.0,,187.0928,0.0,,187.1123,102.1875,,187.1123,37,,187.1124,0.0,,187.1126,0.0,,187.0927,1.28125,,187.0927,0.0,,187.1126,0.0,,187.1126,-0.5,,
187.1324,0,,187.1127,0.0,,187.1127,0.0625,,187.1323,0.0,,187.1128,0.0,,187.1324,0,,187.1326,0.0,,187.1128,0.0,,187.1323,102.1875,,187.1323,37,,187.1324,0.0,,187.1326,0.0,,187.1127,1.28125,,187.1127,0.0,,187.1326,0.0,,187.1326,0.0625,,
187.1524,0,,187.1327,0.0,,187.1327,0.0625,,187.1523,0.0,,187.1328,0.0,,187.1524,0,,187.1526,0.0,,187.1328,0.0,,187.1523,102.25,,187.1523,37,,187.1524,0.0,,187.1526,0.0,,187.1327,1.2890625,,187.1327,0.0,,187.1526,0.0,,187.1526,0.0625,,
187.1724,0,,187.1527,0.0,,187.1527,0.0625,,187.1723,0.0,,187.1528,0.0,,187.1724,0,,187.1726,0.0,,187.1528,0.0,,187.1723,102.1875,,187.1723,37,,187.1724,0.0,,187.1726,0.0,,187.1527,1.26171875,,187.1527,0.0,,187.1726,0.0,,187.1726,-0.4375,,
187.1924,0,,187.1727,0.0,,187.1727,-0.375,,187.1923,0.0,,187.1728,0.0,,187.1924,0,,187.1926,0.0,,187.1728,0.0,,187.1923,102.125,,187.1923,37,,187.1924,0.0,,187.1926,0.0,,187.1727,1.28125,,187.1727,0.0,,187.1926,0.0,,187.1926,-1.4375,,
